Users,Total pulls,Pull number,MoC,PF,Female,HP,ATK,DEF,SPEED,Banner count,Legendary chance,Win percent,PHYSICAL,FIRE,ICE,LIGHTNING,WIND,QUANTUM,DESTRUCTION,HUNT,ERUDITION,HARMONY,NIHILITY,PRESERVATION
232638,9897473,83,9,7,1,126.72,84.48,56.1,110,1,0.55344826,0.5775708813664938,0,1,0,0,0,0,0,1,0,0,0,0
232638,9897473,90,9,7,1,126.72,84.48,56.1,110,1,1.0,0.5775708813664938,0,1,0,0,0,0,0,1,0,0,0,0
228089,11459675,74,9,9.5,1,184.8,81.84,69.3,98,1,0.06639992,0.5757278172447416,0,0,0,0,1,0,0,0,0,0,0,0
228089,11459675,75,9,9.5,1,184.8,81.84,69.3,98,1,0.12681629,0.5757278172447416,0,0,0,0,1,0,0,0,0,0,0,0
228089,11459675,76,9,9.5,1,184.8,81.84,69.3,98,1,0.18528545,0.5757278172447416,0,0,0,0,1,0,0,0,0,0,0,0
228089,11459675,77,9,9.5,1,184.8,81.84,69.3,98,1,0.2488569,0.5757278172447416,0,0,0,0,1,0,0,0,0,0,0,0
228089,11459675,78,9,9.5,1,184.8,81.84,69.3,98,1,0.3026095,0.5757278172447416,0,0,0,0,1,0,0,0,0,0,0,0
228089,11459675,79,9,9.5,1,184.8,81.84,69.3,98,1,0.3591436,0.5757278172447416,0,0,0,0,1,0,0,0,0,0,0,0
228089,11459675,80,9,9.5,1,184.8,81.84,69.3,98,1,0.41946483,0.5757278172447416,0,0,0,0,1,0,0,0,0,0,0,0
228089,11459675,81,9,9.5,1,184.8,81.84,69.3,98,1,0.47839117,0.5757278172447416,0,0,0,0,1,0,0,0,0,0,0,0
228089,11459675,82,9,9.5,1,184.8,81.84,69.3,98,1,0.53117466,0.5757278172447416,0,0,0,0,1,0,0,0,0,0,0,0
228089,11459675,83,9,9.5,1,184.8,81.84,69.3,98,1,0.58194715,0.5757278172447416,0,0,0,0,1,0,0,0,0,0,0,0
228089,11459675,90,9,9.5,1,184.8,81.84,69.3,98,1,1.0,0.5757278172447416,0,0,0,0,1,0,0,0,0,0,0,0
191511,8043251,74,7,9,0,142.56,100.32,49.5,103,1,0.06686891,0.5760824642014927,1,0,0,0,0,0,0,0,1,0,0,0
191511,8043251,75,7,9,0,142.56,100.32,49.5,103,1,0.12684377,0.5760824642014927,1,0,0,0,0,0,0,0,1,0,0,0
191511,8043251,76,7,9,0,142.56,100.32,49.5,103,1,0.18506637,0.5760824642014927,1,0,0,0,0,0,0,0,1,0,0,0
191511,8043251,77,7,9,0,142.56,100.32,49.5,103,1,0.24392068,0.5760824642014927,1,0,0,0,0,0,0,0,1,0,0,0
191511,8043251,78,7,9,0,142.56,100.32,49.5,103,1,0.3045509,0.5760824642014927,1,0,0,0,0,0,0,0,1,0,0,0
191511,8043251,79,7,9,0,142.56,100.32,49.5,103,1,0.36034054,0.5760824642014927,1,0,0,0,0,0,0,0,1,0,0,0
191511,8043251,80,7,9,0,142.56,100.32,49.5,103,1,0.41201684,0.5760824642014927,1,0,0,0,0,0,0,0,1,0,0,0
191511,8043251,81,7,9,0,142.56,100.32,49.5,103,1,0.47322926,0.5760824642014927,1,0,0,0,0,0,0,0,1,0,0,0
191511,8043251,82,7,9,0,142.56,100.32,49.5,103,1,0.52071005,0.5760824642014927,1,0,0,0,0,0,0,0,1,0,0,0
191511,8043251,83,7,9,0,142.56,100.32,49.5,103,1,0.55206186,0.5760824642014927,1,0,0,0,0,0,0,0,1,0,0,0
191511,8043251,90,7,9,0,142.56,100.32,49.5,103,1,1.0,0.5760824642014927,1,0,0,0,0,0,0,0,1,0,0,0
276088,18810099,74,9.5,9.5,1,147.84,89.76,66.0,104,1,0.066521354,0.5767024701712616,0,0,1,0,0,0,0,0,0,1,0,0
276088,18810099,75,9.5,9.5,1,147.84,89.76,66.0,104,1,0.1259506,0.5767024701712616,0,0,1,0,0,0,0,0,0,1,0,0
276088,18810099,76,9.5,9.5,1,147.84,89.76,66.0,104,1,0.18574451,0.5767024701712616,0,0,1,0,0,0,0,0,0,1,0,0
276088,18810099,77,9.5,9.5,1,147.84,89.76,66.0,104,1,0.24749161,0.5767024701712616,0,0,1,0,0,0,0,0,0,1,0,0
276088,18810099,78,9.5,9.5,1,147.84,89.76,66.0,104,1,0.30487603,0.5767024701712616,0,0,1,0,0,0,0,0,0,1,0,0
276088,18810099,79,9.5,9.5,1,147.84,89.76,66.0,104,1,0.36318693,0.5767024701712616,0,0,1,0,0,0,0,0,0,1,0,0
276088,18810099,80,9.5,9.5,1,147.84,89.76,66.0,104,1,0.42434415,0.5767024701712616,0,0,1,0,0,0,0,0,0,1,0,0
276088,18810099,81,9.5,9.5,1,147.84,89.76,66.0,104,1,0.4826029,0.5767024701712616,0,0,1,0,0,0,0,0,0,1,0,0
276088,18810099,82,9.5,9.5,1,147.84,89.76,66.0,104,1,0.5342733,0.5767024701712616,0,0,1,0,0,0,0,0,0,1,0,0
276088,18810099,83,9.5,9.5,1,147.84,89.76,66.0,104,1,0.5850442,0.5767024701712616,0,0,1,0,0,0,0,0,0,1,0,0
276088,18810099,90,9.5,9.5,1,147.84,89.76,66.0,104,1,1.0,0.5767024701712616,0,0,1,0,0,0,0,0,0,1,0,0
35421,700300,74,9,6,0,142.56,105.6,62.7,103,1,0.06861721,0.5691731335295692,0,0,0,0,0,0,0,1,0,0,0,0
35421,700300,75,9,6,0,142.56,105.6,62.7,103,1,0.12956375,0.5691731335295692,0,0,0,0,0,0,0,1,0,0,0,0
35421,700300,76,9,6,0,142.56,105.6,62.7,103,1,0.1918731,0.5691731335295692,0,0,0,0,0,0,0,1,0,0,0,0
35421,700300,77,9,6,0,142.56,105.6,62.7,103,1,0.24670078,0.5691731335295692,0,0,0,0,0,0,0,1,0,0,0,0
35421,700300,78,9,6,0,142.56,105.6,62.7,103,1,0.3195245,0.5691731335295692,0,0,0,0,0,0,0,1,0,0,0,0
35421,700300,79,9,6,0,142.56,105.6,62.7,103,1,0.3596817,0.5691731335295692,0,0,0,0,0,0,0,1,0,0,0,0
35421,700300,80,9,6,0,142.56,105.6,62.7,103,1,0.42547876,0.5691731335295692,0,0,0,0,0,0,0,1,0,0,0,0
35421,700300,81,9,6,0,142.56,105.6,62.7,103,1,0.47155687,0.5691731335295692,0,0,0,0,0,0,0,1,0,0,0,0
35421,700300,82,9,6,0,142.56,105.6,62.7,103,1,0.49579832,0.5691731335295692,0,0,0,0,0,0,0,1,0,0,0,0
35421,700300,83,9,6,0,142.56,105.6,62.7,103,1,0.54395604,0.5691731335295692,0,0,0,0,0,0,0,1,0,0,0,0
35421,700300,90,9,6,0,142.56,105.6,62.7,103,1,1.0,0.5691731335295692,0,0,0,0,0,0,0,1,0,0,0,0
222340,15550771,74,9,9.5,1,147.84,89.76,66.0,102,1,0.06608033,0.5747143783397053,0,0,0,0,1,0,0,0,0,0,1,0
222340,15550771,75,9,9.5,1,147.84,89.76,66.0,102,1,0.12372037,0.5747143783397053,0,0,0,0,1,0,0,0,0,0,1,0
222340,15550771,76,9,9.5,1,147.84,89.76,66.0,102,1,0.18735746,0.5747143783397053,0,0,0,0,1,0,0,0,0,0,1,0
222340,15550771,77,9,9.5,1,147.84,89.76,66.0,102,1,0.24609299,0.5747143783397053,0,0,0,0,1,0,0,0,0,0,1,0
222340,15550771,78,9,9.5,1,147.84,89.76,66.0,102,1,0.3025676,0.5747143783397053,0,0,0,0,1,0,0,0,0,0,1,0
222340,15550771,79,9,9.5,1,147.84,89.76,66.0,102,1,0.3640787,0.5747143783397053,0,0,0,0,1,0,0,0,0,0,1,0
222340,15550771,80,9,9.5,1,147.84,89.76,66.0,102,1,0.41636592,0.5747143783397053,0,0,0,0,1,0,0,0,0,0,1,0
222340,15550771,81,9,9.5,1,147.84,89.76,66.0,102,1,0.48392367,0.5747143783397053,0,0,0,0,1,0,0,0,0,0,1,0
222340,15550771,82,9,9.5,1,147.84,89.76,66.0,102,1,0.5345824,0.5747143783397053,0,0,0,0,1,0,0,0,0,0,1,0
222340,15550771,83,9,9.5,1,147.84,89.76,66.0,102,1,0.56498194,0.5747143783397053,0,0,0,0,1,0,0,0,0,0,1,0
222340,15550771,90,9,9.5,1,147.84,89.76,66.0,102,1,1.0,0.5747143783397053,0,0,0,0,1,0,0,0,0,0,1,0
211089,14045122,74,9.5,9.5,1,190.08,71.28,66.0,101,1,0.06609262,0.5772081624788502,0,0,0,0,0,1,0,0,0,1,0,0
211089,14045122,75,9.5,9.5,1,190.08,71.28,66.0,101,1,0.1256798,0.5772081624788502,0,0,0,0,0,1,0,0,0,1,0,0
211089,14045122,76,9.5,9.5,1,190.08,71.28,66.0,101,1,0.18462463,0.5772081624788502,0,0,0,0,0,1,0,0,0,1,0,0
211089,14045122,77,9.5,9.5,1,190.08,71.28,66.0,101,1,0.24708728,0.5772081624788502,0,0,0,0,0,1,0,0,0,1,0,0
211089,14045122,78,9.5,9.5,1,190.08,71.28,66.0,101,1,0.30524087,0.5772081624788502,0,0,0,0,0,1,0,0,0,1,0,0
211089,14045122,79,9.5,9.5,1,190.08,71.28,66.0,101,1,0.3613868,0.5772081624788502,0,0,0,0,0,1,0,0,0,1,0,0
211089,14045122,80,9.5,9.5,1,190.08,71.28,66.0,101,1,0.42043182,0.5772081624788502,0,0,0,0,0,1,0,0,0,1,0,0
211089,14045122,81,9.5,9.5,1,190.08,71.28,66.0,101,1,0.4736001,0.5772081624788502,0,0,0,0,0,1,0,0,0,1,0,0
211089,14045122,82,9.5,9.5,1,190.08,71.28,66.0,101,1,0.5293484,0.5772081624788502,0,0,0,0,0,1,0,0,0,1,0,0
211089,14045122,83,9.5,9.5,1,190.08,71.28,66.0,101,1,0.56544393,0.5772081624788502,0,0,0,0,0,1,0,0,0,1,0,0
211089,14045122,90,9.5,9.5,1,190.08,71.28,66.0,101,1,1.0,0.5772081624788502,0,0,0,0,0,1,0,0,0,1,0,0
183921,20981813,74,9.5,9,1,153.12,95.04,59.4,101,1,0.06480729,0.5831575302757022,0,0,0,1,0,0,0,0,0,0,1,0
183921,20981813,75,9.5,9,1,153.12,95.04,59.4,101,1,0.12536098,0.5831575302757022,0,0,0,1,0,0,0,0,0,0,1,0
183921,20981813,76,9.5,9,1,153.12,95.04,59.4,101,1,0.18452722,0.5831575302757022,0,0,0,1,0,0,0,0,0,0,1,0
183921,20981813,77,9.5,9,1,153.12,95.04,59.4,101,1,0.24354233,0.5831575302757022,0,0,0,1,0,0,0,0,0,0,1,0
183921,20981813,78,9.5,9,1,153.12,95.04,59.4,101,1,0.30248863,0.5831575302757022,0,0,0,1,0,0,0,0,0,0,1,0
183921,20981813,79,9.5,9,1,153.12,95.04,59.4,101,1,0.36274204,0.5831575302757022,0,0,0,1,0,0,0,0,0,0,1,0
183921,20981813,80,9.5,9,1,153.12,95.04,59.4,101,1,0.4197231,0.5831575302757022,0,0,0,1,0,0,0,0,0,0,1,0
183921,20981813,81,9.5,9,1,153.12,95.04,59.4,101,1,0.47318622,0.5831575302757022,0,0,0,1,0,0,0,0,0,0,1,0
183921,20981813,82,9.5,9,1,153.12,95.04,59.4,101,1,0.5323025,0.5831575302757022,0,0,0,1,0,0,0,0,0,0,1,0
183921,20981813,83,9.5,9,1,153.12,95.04,59.4,101,1,0.5711204,0.5831575302757022,0,0,0,1,0,0,0,0,0,0,1,0
183921,20981813,90,9.5,9,1,153.12,95.04,59.4,101,1,1.0,0.5831575302757022,0,0,0,1,0,0,0,0,0,0,1,0
